Question,Answer
カリフォルニア大学サンタクルーズ校にはフットボールチームがありますか,No
マン島でスターリングは使えますか,YES
リーグカップで優勝すればヨーロッパへの出場権は得られますか,YES
元ファーストレディは国家に横たわっていますか,No
ニューヨーク市を竜巻が襲ったことはありますか,YES
ボールは光沢のある側に向かってスイングしますか,YES
すべての中国の方言は同じ文字を使用しますか,YES
ドラフトにサインアップする必要がありますか,YES
アラバマ州にブルーベルという町がありますか,No
カナダの兵士とカゲロウは同じものですか,YES
これまでにワールドカップが盗まれたことがありますか,YES
雄のタツノオトシゴは出産後に死ぬのか,No
大西洋にシロナガスクジラはいますか,YES
ビックコードはソートコードと同じですか,No
ポビドンヨードはヨードチンキと同じですか,No
退役軍人IDを使用して塁に出ることはできますか?,No
すべての州に夏時間はありますか,No
彼らはキャリー・ダイアリーのシーズン3を作っていますか？,No
デアデビルのシーズン3はありますか,YES
これがコークスタジオの最後のシーズンですか,No
フライデーナイトライトのシーズン6はありますか？,No
ニューメキシコ州ラスクルーセスに空港はありますか,YES
最初の熱気球は飛行に成功しましたか,YES
中国東方航空はスターアライアンスの一員ですか,No
ピッツバーグ美術館は認定学校ですか,YES
ロバでシマウマを渡れますか,YES
シアトル・ワシントンはワシントンDCと同じですか,No
パパズ・ホーム 2 はクリスマス映画ですか,YES
英国の刑務所で夫婦の面会は受けられますか,No
マリアナ海溝の底に行くことは可能ですか？,YES
ディーゼルエンジンには点火プラグはありますか,No
あなたの両親は大統領になるためにアメリカに生まれなければなりませんか,No
ディフェンスで3秒バイオレーションをもらえますか？,YES
コズミックキューブはテッセラクトと同じですか,YES
カナリア諸島はイベリア半島の一部ですか,No
猿の惑星戦争の続編はありますか,No
そら豆とそら豆は同じものですか,YES
ジョージ・ワシントン橋には往復料金がかかりますか,No
アイスパックの中の青いものは有毒ですか,YES
ホットペッパーソースはホットソースと同じですか,YES
ウォーキング・デッドを恐れてトーキング・デッドはいますか,YES
カンガルーという言葉は私が知らないという意味ですか？,No
ルーキーとしてMVPを獲得したNBA選手はいますか,YES
オリンピックの金メダルは本物の金でできていますか,YES
王はチェックを逃れるためにピースを手に入れることができるか,YES
ミニー・ドライバーはオペラ座の怪人で歌っていましたか？,No
アメリカはこれまでにFIFAワールドカップで優勝したことがありますか,No
ゲーム・オブ・スローンズ シーズン8がラストシーズン,YES
映画「涙の太陽」は実話ですか,No
大統領は司法省の長ですか,No
テキサスホールデムとポーカーは同じですか,No
Windowsにはレジストリクリーナーが組み込まれていますか,No
米国は子どもの権利に関する条約に署名しましたか,No
テニスのサーブでボールはネットに当たりますか,YES
光の旅団の担当はバラードですか,No
2020年に大統領選挙はありますか,YES
ゴシップガールのエピソードはもうありますか,No
お父さんの軍隊のキャストでまだ生きている人はいますか,YES
フェズの出身地を調べたことはありますか,No
コロラドにギャリソンという町がありますか,No
2007年にスパーズはキャブスを圧倒しましたか,YES
新鮮なビーツを食べると尿が赤くなりますか,YES
アラモの戦いで生き残った人はいますか,YES
オーストラリアの賭け金に対して税金を支払う必要がありますか,No
ボイシ州は全国選手権で優勝したことがありますか,YES
